created_at,full_text
2025-09-02 22:49:42+00:00,"Versi lebih canggih, meskipun bakal susah diwujudkan:"
2025-09-02 06:18:05+00:00,اللهم صل على سيدنا محمد وعلى آله وصحبه وسلم
2025-09-01 16:51:22+00:00,"TNI kembali ke barak? apakah itu termasuk satgas PKH? Soalnya lahan klp sawit DL Sitorus bisa disita negara melalui satgas PKH, padahal keputusan sudah inkrah 15 tahun lalu, baru sekarang negara bisa ambil melalui SATGAS PKH."
2025-09-05 12:24:45+00:00,"DPR RI menanggapi ""17+8 Tuntutan Rakyat dengan mengeluarkan enam poin keputusan, Jumat (5/9/2025).  Wakil Ketua DPR Sufmi Dasco Ahmad mengatakan, poin-poin keputusan didapat dari hasil rapat konsultasi pimpinan DPR bersama fraksi-fraksi, Kamis (4/9/2025).  Poin-poin itu berupa pemangkasan fasilitas, moratorium perjalanan dinas, serta peningkatan transparansi di parlemen.  ""DPR RI menyepakati menghentikan pemberian tunjangan perumahan anggota DPR RI terhitung sejak tanggal 31 Agustus 2025,"" ujar Dasco.  Penulis: Firda Janati, Robertus Belarminus Kreatif: Blanka Rahel Maretha Joanne Produser: Reza Kurnia Darmawan  ~R #DPR #Tunjangan #Jakarta #Kebijakan ##Cut"
2025-09-05 12:46:21+00:00,Never forget this shit..
2025-09-05 13:18:36+00:00,Tolong tukang jagal laporan masyarakat yg masuk ke Komisi I  @DPR_RI  di kick out saja krn sengaja laporan sy gak diproses sma skli sampai saat ini membuat hak2 TKI sy menguap entah kemana diduga jadi bancakan oleh pihak-pihak tertentu yang memancing di air keruh.  @puanmaharani_ri
2025-09-05 12:37:45+00:00,"tetap konsisten matur GUS DUR, ""tikusnya sudah menguasai lumbung!""  tetap RESET DPR jika semua tuntutan tak dipenuhi!  tipu muslihat orang-orang jahat itu tak akan pernah berhenti sebelum kejahatan yg mereka rencanakan menimpa mereka sendiri!"
2025-09-05 14:05:45+00:00,Fungsi DPR sebenarnya apa sih...? Itu yg harus bahas dan dipenuhi....pertama kali sebagai wujud perbaikan
2025-09-05 13:02:28+00:00,Wooiii... UU Perampasan aset koruptor gmn nasibnya???
2025-09-05 17:11:16+00:00,"Tanpa tunjangan rumah u say?? Tapi kau malah menambah dengan tunjangan"" tidak masuk akal lainnya yang kalau ditotal malah menaikkan pendapatan DPR sebesar Rp. 11 jt..  Emang dasar monkey monkey!!"
2025-09-05 12:34:09+00:00,mana Undang-Undang Perampasan Aset? normatif semua itu.
2025-09-05 13:27:46+00:00,pak mending email aja dah ato ga disebar via WA.. kalian tuh memang tidak punya kemampuan yang cukup kah?ato emang ogah aja?
2025-09-05 13:10:20+00:00,Udah gitu doang bapak perdana mentri.
2025-09-05 13:56:48+00:00,"SEMUA CUMA DRAMA PADA AKHIRNYA TETAP DPR YG MENANG,MEREKA TETAP KAYA RAYA DAN HIDUP BAHAGIA, TETAP DAPAT PENSIUN SEUMUR HIDUP."
2025-09-05 13:10:17+00:00,PERAMPASAN ASET KORUPTOR nya kemana woyy masih aja ngumpulin kemarahan rakyat nunggu meledak
2025-09-05 16:31:32+00:00,Masih tetap tidak memenuhi keinginan rakyat dan dikawatirkan akan naik dimasa akan datang.
2025-09-05 13:09:09+00:00,blokir judol dulu bisa kali pak
2025-09-05 22:33:17+00:00,"kenapa hanya bahas yg internal dpr? lalu bagaimana dg tugas dpr yg mewakili rakyat dalam ""bernegosiasi"" dan mengawasi eksekutif? ini juga bagian dari akumulasi persoalan yg mengikis kepercayaan warga."
2025-09-05 15:58:13+00:00,Ktl badak
2025-09-05 17:06:33+00:00,boleh ga si tiap tunjangan yg terbaru tuh dijelasin kek kenapa ini naik dan kenapa ini harus ada? org awam jg kan mau tau
2025-09-05 14:10:28+00:00,uu perampasan asset yg penting. kalau tidak dimulai dari skrg akan didiemin. demo besar yang memakan korban cuma buat lengserkan uya kuya
2025-09-05 22:54:58+00:00,"Pensiun DPR juga dihapus ? Kl mau dpt pensiun, gapoknya harus sama dg ASN dong, kinerjanya juga diaudit, bikin laporan harian dan diekspos."
2025-09-05 15:23:22+00:00,BASA BASI
2025-09-06 03:47:06+00:00,Baguslah
2025-09-05 14:13:38+00:00,payah dah
2025-09-06 00:09:05+00:00,"Dengan demikian tidak berarti membuat mereka (anggota DPR) kecewa. Toh masih ada dana aspirasi dll, di luar yg tersebut di atas.  Yang penting bagi semua pejabat pemeritah. JANGAN KORUPSI. kalian itu sdh kaya.  @DPR_RI   @prabowo   @KejaksaanRI"
2025-09-05 16:44:57+00:00,"RUU Perampasan Aset udah fix dibawa ke sidang, DPR pastiin ga tabrakan sama UU Tipikor sama KUHAP, ini udah jadi komitmen resmi"
2025-09-05 13:17:40+00:00,"SEMOGA SEMUA APARAT, PEJABAT, HAKIM, JAKSA & PENGACARA YANG SALAH GUNAKAN KEWENANGANNYA, MENGALAMI KEHANCURAN SELURUH KELUARGANYA, KEHINAAN DUNIA AKHIRAT, SAKIT BERAT/SEKARAT MENAHUN, DI SIKSA KUBUR, & ABADI DI NERAKA, AAMIIN YAA ROBBAL 'ALAMIIN."
2025-09-06 05:04:05+00:00,"17+8 Tidak ada hukum mati koruptor, tidak ada penangkapan Jokowi, kami sangat kecewa dengan apa yang di lakukan masyarakat Indonesia yang munafik dan naif dengan apa yang telah terjadi selama 1 dekade sebelumnya!!"
2025-09-05 14:19:50+00:00,Makzulkan  @gibran_tweet  kapan?
2025-09-05 14:17:27+00:00,SELURUH MASYARAKAT INDONESIA MEMINTA SAHKAN UNDANG UNDANG PERAMPASAN ASET Koruptor !!!
2025-09-05 14:02:44+00:00,UU Perampasan Aset   ???.   Astaghfirullah
2025-08-31 16:32:08+00:00,7+8 Tuntutan Rakyat dalam seminggu dan setahun (dengan deadline). #ResetIndonesia
2025-08-31 16:32:41+00:00,17 tuntutan dalam 1 minggu + 8 tuntutan dalam 1 tahun. #ResetIndonesia
2025-09-01 08:11:39+00:00,ini kalo pak presiden ga mau ya memang berarti akar masalah semua dari presiden yang tutup telinga. dan jika presiden tutup telinga memang ada perintah gitu. ya berarti selamat kita sudah di seting yang memang mau maju menggantikan presiden
2025-09-02 03:27:42+00:00,pak  @prabowo  baca pak
2025-09-09 06:30:40+00:00,@strawberryflare ganti2 mulu uname lu ajg gw kesusahan nyariny
2025-09-06 12:22:46+00:00,"Tuntutan yg ketinggalan adalah, batalkan pemotongan anggaran daerah. Karena saat ini ratusan milyar hilang dari putaran uang di daerah. Mau usaha juga tidak ada jual beli. Uangnya dikumpilin pusat entah untuk apa."
2025-09-01 00:02:40+00:00,𝙶𝚊𝚔 𝚔𝚎𝚕𝚊𝚖𝚊𝚊𝚗 𝚜𝚎𝚝𝚊𝚞𝚗?
2025-09-01 10:32:15+00:00,"@grok  Apakah realistis memaksakan seluruh tuntutan ini tanpa terkecuali? Atau, terlalu banyak tekanan terhadap pemerintah justru berpotensi memicu munculnya darurat militer seperti pada masa Revolusi Orde Baru Indonesia tahun 1965?"
2025-09-04 05:59:20+00:00,DPR to hold meeting with factions today following nationwide protests over 17+8 demands.  ( https:// cnnindonesia.com/nasional/20250 904060616-32-1269943/dpr-rapat-bahas-17-8-tuntutan-rakyat-hari-ini …)
2025-09-04 07:14:16+00:00,kawal terus progressnya:  https:// bijakmemantau.id/tuntutan-178   jangan lupa terus berisik di lingkup sosial
2025-09-04 06:40:34+00:00,DPR ini ternyata sistem kerjanya Borongan bkn Harian. Kalian tau kan gimana umumnya hasil kerja borongan?? aplg dri org2 yg gak kompeten..
2025-09-04 06:05:17+00:00,besok.
2025-09-04 07:53:27+00:00,Tombol like buat yang yakin gak bakal ada yg terealisasi.
2025-09-04 06:02:41+00:00,Emangnya pembahasan selain RUU perampasan aset ada RUU apa aja
2025-09-04 06:05:40+00:00,"OK idk what happened and where everyone was beyond what I see on sosmed/news, but considering the deadline tomorrow, kayak orang ngebut projek kelompok  Semoga membuahkan hasil (positif thinking and manifesting)"
2025-09-04 06:41:19+00:00,Yakin bakal ngaco lagi ni
2025-09-04 06:23:44+00:00,AWASIN GUYSSS. Stop berantem di narasi2 ga penting dan ingatkan satu sama lain: DEADLINE TUNTUTAN 17+8 BESOK
2025-09-04 06:06:25+00:00,Lama amat kemaren2 kemana aja DPR KONTOL
2025-09-04 07:15:07+00:00,"besok tanggal merah, rapatnya baru hari ini. pada kemana aja dari kemarin?:("
2025-09-04 06:10:03+00:00,What kind of meeting is this after killing people?
2025-09-04 06:34:03+00:00,Kerja yg bener goblok  @DPR_RI  dikasih waktu seminggu malah mepet deadline
2025-09-04 07:13:52+00:00,"di kantor gue—dan gue yakin di kantor banyak orang pun sama—kalo deadlinenya besok dan udah disuruh kerjain dari minggu kemarin, baru MULAI HARI INI sih udah ditegur atasan!"
2025-09-04 08:02:39+00:00,"Deadline udh bsk njr, lu pda baru kerja??? udh dikasih wktu seminggu jg, klo malam ini gk kelar lgsg DO"
2025-09-04 06:09:07+00:00,h-1 bgt cuy
2025-09-04 07:50:45+00:00,Semoga hasil rapatnya menyenangkan hati Rakyat Indonesia
2025-09-04 07:23:22+00:00,lemot bgt
2025-09-04 06:40:38+00:00,Jir mepet banget
2025-09-04 06:14:54+00:00,Definisi baru ngerjain tugas pas mepet deadline
2025-09-04 06:43:48+00:00,Jd gini kerjanya DPR? Besok deadline baru dikerjain skrg. Shame on you!!!!!
2025-09-04 07:09:27+00:00,bener kmrn ada yg komen mepet deadline baru ditanggepin sm mereka‍
2025-09-04 06:55:19+00:00,mepet deadlinee baru pada rapatt yaa
2025-09-04 06:31:10+00:00,Bismillah dpr kerja yg bener
2025-09-04 07:27:42+00:00,"Wkwk pantes klo bikin uu ga pernah bener, orang sistem kebut semalam kek gini anjir"
2025-09-04 06:38:40+00:00,"ni kalau kesimpulannya masih gak sesuai, gaktau lagi lah"
2025-09-04 08:18:45+00:00,"dari kapan hari baru mau rapat sekarang, suka banget mepet mepet, padahal bukan mahasiswa atau anak sekolahan lagi hdeh"
2025-09-04 06:04:32+00:00,lama amat baru meeting
2025-09-04 06:49:03+00:00,"D-1 semoga nanti hasilnya selaras dan memuaskan, jangan sampe besok baca pernyataan pernyataan  yang ga nyambung sama poin tutuntanya."
2025-09-04 07:44:23+00:00,kmana aja kmaren wfh anjr
2025-09-04 07:10:18+00:00,Sistem kerjanya sks ya..
2025-09-04 16:22:40+00:00,hasilnya gimana tuh hari ini?
2025-09-04 16:22:41+00:00,pantes rame
2025-09-04 09:27:48+00:00,Kalo ga di geruduk lagi lu
2025-09-04 07:51:34+00:00,@grok  why DPR to hold meeting with factions today following nationwide protests over 17+8 demands?
2025-09-04 07:04:00+00:00,tapi benerann kann? not staged kann? heuheuheu {berasa trust issue kayak di hubungan toksik}
2025-09-04 06:01:07+00:00,DPR to hold meeting with factions today following nationwide protests over 17+8 demands.
2025-09-04 06:19:35+00:00,better late than never
2025-09-04 07:24:54+00:00,dari kemaren kek kosyak
2025-09-04 07:25:05+00:00,Gpp halu. Yg penting masih berharap
2025-09-04 06:45:33+00:00,SKS banget yee
2025-09-04 08:14:38+00:00,h-1 si anj
2025-09-04 08:32:14+00:00,BuSeh males banget ni orang ngerjainnya kalo mepet deadline
2025-09-04 06:35:55+00:00,buruan dah
2025-09-04 06:06:41+00:00,SKS anying
2025-09-04 06:33:09+00:00,Lama ya pergerakan nya
2025-09-04 07:21:29+00:00,Anjir baru rapat...
2025-09-04 07:35:20+00:00,ah masa sih
2025-09-04 08:55:52+00:00,"Oh, they are ""deadliners"" too"
2025-09-04 15:17:49+00:00,@RezmaniaDalila
2025-09-04 12:58:12+00:00,@DPR_RI  apakah live dan tranparan para wakil rakyat yang mulia dan terhormat ?
2025-09-04 10:50:35+00:00,buset SKS
2025-09-04 09:52:39+00:00,"sistem kerjoe kyk aku trnyata, sks mepet deadline"
2025-09-04 06:41:28+00:00,"Mepet amat rapat nya, kan bsk udh deadline"
2025-09-04 07:04:58+00:00,Takut banget.....
2025-09-04 06:18:08+00:00,Deadline besok yah
2025-09-04 06:33:24+00:00,Hacker pd ga ada yg mau bongkar ini tuh uang korupsinya ke siapa aja gt
2025-09-04 06:49:25+00:00,Mepet deadline bgt
2025-09-04 06:32:19+00:00,Hahahaha akibat d ancam kak salsa klo ga d penuhi & masih blm juga transparan DPR & semua pihak yg terlibat bakal d aduin k pengadilan internasional. Toh terpantau pihak PBB lwt  @UNHumanRights  kasih undangan buat diskusi terbuka pun ga di tanggapi sm DPR
2025-09-04 06:26:27+00:00,Sisa sehari anjir
2025-09-04 06:55:26+00:00,kek anak sma aja sks
2025-09-04 06:35:06+00:00,dih kocak malah SKS
2025-09-04 07:14:40+00:00,Kebiasaan SKS
2025-09-04 09:41:04+00:00,Deadline besok baru hari ini rapat
2025-09-04 11:07:58+00:00,"Awas aja ngerjainnya pake chat gpt. Besok udah deadline, lu dari kemaren pada kemana nyet"
2025-09-04 08:28:46+00:00,Dari kemaren kemana aja kon
2025-09-04 06:24:15+00:00,SKS gini yah
2025-09-04 10:43:37+00:00,"Biar keliatan kerja, rapatnya hari ini demi ngejar 3 juta per hari Bsk kan long week end, saatnya leha2 Masak iya mau kalah sama yg kabur aja ke China pdh lg byk demonstrasi di mana2"
2025-09-04 06:53:46+00:00,mepet deadline banget??? dari kemaren ngapain aja
2025-09-09 11:07:23+00:00,"Menteri Keuangan Purbaya Yudhi Sadewa meminta maaf soal komentarnya mengenai tuntutan 17+8. Sebelumnya, ia sempat menyebut tuntutan itu hanya datang dari “sebagian kecil rakyat.”  Purbaya mengaku dirinya masih adaptasi di jabatan barunya sebagai Menteri Keuangan. Mantan bos LPS itu menambahkan, berbeda dengan dulu, di Kemenkeu setiap ucapan pejabat pasti disorot publik.   Gerakan 17+8 Tuntutan Rakyat lahir dari gelombang demonstrasi yang meluas sejak 25-31 Agustus 2025. Gerakan ini adalah inisiatif sejumlah pegiat media sosial lewat konsorsium Bijak Memantau, sebuah platform digital yang fokus mengawasi kinerja pejabat publik.  | Narasi Daily"
2025-09-09 12:08:52+00:00,"lo para menteri tai stop blunder trus ujung-ujungnya minta maaf, kek lo cuma bisa bikin rakyat marah aja anjg, kerja yg bener aja kerja yg bener, shut your fucking mouth"
2025-09-09 16:26:47+00:00,Ya bakal gini terus sampai warung madura tutup
2025-09-09 12:30:51+00:00,“diplintir”? “kalau ada kesalahan”?  indonesia emas 2045H
2025-09-09 11:23:18+00:00,Halah emang dasarnya niremapati
2025-09-09 12:58:08+00:00,"anak bapak sama embernya, jadi buzzer lebih cocok drpd jadi menkeu."
2025-09-10 00:16:27+00:00,Pak :)
2025-09-09 15:58:57+00:00,"lah saya jadi bingung diplintir sana sininya dimananya ya? karena kita pure dari omongan bapak loh. klo emang salah ngmng ya akui dong! jgn playing victim kek gini, menjijikkan"
2025-09-09 13:14:46+00:00,Pejabat komunikasi publiknya rusaaak dan goblok anjin*. Cuih
2025-09-09 13:10:54+00:00,Katanya ngerti pasar? Kok omongannya offside gitu..?
2025-09-09 11:17:12+00:00,baru day 1 ...
2025-09-09 15:35:48+00:00,"ga terbiasa di lingkungan kementrian, berarti aslinya emang sebrengsek itu"
2025-09-09 11:19:26+00:00,"Penyakit kronis pejabat sekarang, ngga punya otak buat empati, pejabat baru pejabat lama sama saja"
2025-09-09 23:56:08+00:00,"Kayanya orang nya sombong ya, keluarga jg kaya sombong, riya ujub punya ayah & kakak ipar menteri, kok pamer di medsos.   Pdhal kepintaran, jabatan semua dari Alloh ngapain di sombong in. Sekali Alloh bilang ""cabut tuh jabatan"".. Habislah semua."
2025-09-09 15:17:22+00:00,menteri kok cengengesan?! kobai koboi mbahmu kiper!!!
2025-09-09 11:37:57+00:00,Kalau ada tuntutan rakyat walau setitik seharusnya jadi perhatian bukan malah mengecilkan
2025-09-09 15:01:57+00:00,Liat gesturnya yang terus2an benerin mic.. hmmm
2025-09-09 16:17:55+00:00,"MULUTmu sudah terlanjur tercium BUSUK..., setelah itu coba KUMUR² cuci mulut. Kau telat NJ*NG...!!!"
2025-09-09 21:51:38+00:00,minimal belajar bicara di depan umum dulu
2025-09-09 14:10:49+00:00,"“Habis demo, terbitlah Kementerian Kagetan” …"
2025-09-09 20:46:25+00:00,Yaah ga kaget bakal gitu2 aja 4 tahun kedepan
2025-09-09 12:49:30+00:00,Mikir dulu sebelum ngomong napa pak?
2025-09-09 17:44:42+00:00,Baru sehari bacotnya kek tai
2025-09-09 13:36:10+00:00,Nir empati dan kita lihat sekoboi apa bapak ini di hadapan rakyat
2025-09-09 23:14:40+00:00,Dalam dunia pertemanan gw. Orang model begini kalo gak di hantam mukanya sekali akan terus ngelonjak.harus di kasih paham dulu ini babi 1
2025-09-09 23:12:03+00:00,Ucapan pertam mencerminkan apa yg ada di hati. Tp ga kaget bossnya kan opung kan suka menyepelekan rakyat kecil
2025-09-12 08:05:32+00:00,Hadeh menteri kagetan... Ganti aj lagi. Kasih kebijakan yg fresh pro rakyat kecil
2025-09-09 23:44:47+00:00,Agak laen
2025-09-09 20:30:18+00:00,Minta maaf...
2025-09-09 16:38:28+00:00,Realisasi learning by doing
2025-09-09 18:52:08+00:00,"Minta maap kok cengegesan, sik mlintir omonganmu ya lambemu dewe oq pak"
2025-09-10 04:26:47+00:00,"Belum jg kerja, udah minta maaf wkwk"
2025-09-09 14:48:54+00:00,Ternyata taik juga nih orang
2025-09-11 08:17:02+00:00,"openingnya nya aja udh kaya gini, nnti klo udh beberapa bulan kinerjanya lebih buruh dari SM, sadar diri ya pak langsung mundur aja!"
2025-09-10 00:39:22+00:00,Semakin suram
2025-09-09 17:14:43+00:00,Nir empathy. Fix bakalan ambyaarr Indonesia kedepannya.
2025-09-10 11:26:02+00:00,"Itu keknya pas sekolah otaknya doang yg di sekolahin, mulutnya kagak."
2025-09-11 02:27:40+00:00,make gak si ni orang ajg
2025-09-10 02:00:42+00:00,Pikiran dan hatimu sudah terlanjur terbaca oleh masyarakat...
2025-09-09 16:20:05+00:00,Ini siapa  @grok  ? Detail lengkapnya
2025-09-09 13:33:22+00:00,Kita kasih kesempatan kepada Menteri Koboy Semoga bisa menuntaskan permasalahan keuangan negeri ini.  Presiden telah memilih mari kita lihat dan awasi kebijakannya
2025-09-10 02:46:24+00:00,Badut ini
2025-09-09 11:53:29+00:00,Ngeri-ngeri sedap komentarnya
2025-09-09 16:28:31+00:00,Naaah...akhirnya klarifikasi...ditunggu statement² lainnya pak...
2025-09-09 21:30:44+00:00,Halah halah halah
2025-09-09 15:22:30+00:00,Baru day 1 udah minta open house
2025-09-09 22:26:27+00:00,Emangnya demo kemarin Bapak engga paham yah ada pemicu dr omongan para pejabat? Bapak ga baca/nonton berita atau ga punya sosmed kah?
2025-09-10 00:02:27+00:00,Kok was-was ya klo keuangan diurus sama yang “tel*dor” gini
2025-09-09 15:33:20+00:00,SATU GENG POLANYA SELALU SAMA WKWKWK ASBUN -  KLARIFIKASI - ASBUN
2025-09-09 15:13:12+00:00,Songong amat
2025-09-10 04:55:58+00:00,11 12 sama anaknya
2025-09-09 23:17:16+00:00,Serampangan
2025-09-10 13:10:06+00:00,Ga lama kaya nya nih bicaranya kurang di saring
2025-09-09 13:26:23+00:00,"Belum mengaku salah, hanya minta maaf ""kalau ada kesalahan"". Berarti mmg orangnya angkuh makanya nirempaty, orang pragmatis gak bakalan mikirin orang susah."
2025-09-09 20:04:59+00:00,apanya yang plintar plintir...
2025-09-10 01:49:14+00:00,Fix ga mantau berita nih orang
2025-09-09 14:03:12+00:00,tambah kacau kayanya ini
2025-09-09 12:58:28+00:00,-__-
2025-09-09 13:54:26+00:00,Ngengar ngengir
2025-09-09 20:32:24+00:00,males bgt punya pejabut asbun muluu heran ngomong kaga pernah dipikir
2025-09-10 00:19:25+00:00,Baru mulai udah minta maaf. Belum lagi anaknya ikutan FOMO. Tanda2 ga bener udah diperlihatkan dari awal. GWS Indonesia
2025-09-09 14:36:33+00:00,Tengil pisaaan
2025-09-10 00:57:48+00:00,vibenya macam orang tolol..
2025-09-09 13:25:25+00:00,"Kabinet Onana, blunder mulu."
2025-09-10 02:30:47+00:00,Mulutmu harimaumu
2025-09-09 19:13:52+00:00,mundur gasieeee
2025-09-10 00:47:32+00:00,Si gede bacot
2025-09-10 03:51:19+00:00,"Welcome to kabinet ""Minta Maaf"""
2025-09-09 16:07:40+00:00,Menteri songong
2025-09-10 00:56:32+00:00,"Mundur bisa gak? daripada buang waktu, biaya, tenaga, rasa senegara"
2025-09-09 11:21:56+00:00,"Maka nya mulai langkah itu dengan bismillah,supaya jgn ada sifat sembrono cc  @prabowo  ,baru melangkah aja udah gini"
2025-09-10 04:04:57+00:00,Ingah ingih
2025-09-10 02:28:19+00:00,Kita bahasa Indonesia mereka bahasa kera ya gitu deh
2025-09-10 14:01:12+00:00,Kapan Yudhi diginiin?
2025-09-09 23:14:46+00:00,Isi otaknya cm bs rendahin orang lain.. calon kaya tai ini sih!
2025-09-10 03:43:05+00:00,"True late to cover this up, you already show us your true color"
2025-09-09 14:15:48+00:00,"17+8 lahir dari pegiat media sosial pendukung abah Tapi narasinya mewakili seluruh rakyat indonesia Untuk media jualan begini lebih untung Daripada beritain 80+ orang yg ketangkep karena korupsi selama 10 bulan di bawah prabowo, padahal inti masalah indonesia ya korupsi"
2025-09-10 02:20:46+00:00,dari gaya bicara nya kelihatan banget ya tinggi nya
2025-09-09 13:02:40+00:00,Wes raasah kakean nyocot.. kerja.. kerja kerja.. #kepaksayapmuelangrajawali #saatnyapulih #SAMUDRARAKSA
2025-09-09 15:02:37+00:00,minta maaf aja masih arogan. boomers ajg.
2025-09-09 23:11:08+00:00,"Yang dia omongkan kemarin adalah isi jujur dari kepala dan hatinya, jadi permintaan maaf ini mah percuma  Sudah tidak bisa percaya dengan orang ini"
2025-09-09 16:20:33+00:00,Tanda tanda gak beres
2025-09-09 13:57:34+00:00,"""pelintir sana sini"" ga bisa ya minta maaf tuh yang tulus ga pake nyalahin pihak lain"
2025-08-31 16:40:46+00:00,"Hadeh pemerintah kurang enak apalagi ya, ini udah dilist sama rakyatnya sendiri. Kalau tuntutan ini gak sampai ke mereka, berarti emang buta dan budeg aja. Kalau tau tapi gak terlaksanakan? Ya berarti mereka useless"
2025-08-31 16:35:18+00:00,enak banget ya prabubu yg harusnya kerjaan dia dikerjain gratis sama masyarakat
2025-09-01 00:14:57+00:00,"Masih kurang puas lihat tuntutan ke DPR:   Poin 3, bahasanya jangan bekukan, tapi batalkan.! Poin 4, jangan cuma transparansi anggaran tp juga kinerja, contoh hasill reses apa, hasil kunker apa, hasil RDP apa.  Poin tambahan: Hapus tunjangan beras, tunjangan rumah dan lainnya.!"
2025-09-01 01:11:14+00:00,"Maaf menggangu, silahkan tanda tangan"
2025-09-01 02:55:22+00:00,ini to do list buat toodler kita kh
2025-09-01 01:22:13+00:00,+1 stop mainin supply bensin. Udah gaada lg orang yg mau isi pertamina
2025-08-31 23:31:40+00:00,Repost gais biar naik di pencarian #ResetIndonesia
2025-09-01 05:15:50+00:00,"Kayaknya kalau kembalikan TNI ke barak agak susah deh. Lha wong warga malah kisruhnya sama polisi, dan kelihatannya polisi keteteran makanya disuruh tembak kok sama kapolrinya.  Rumah yang dijarah pun akhirnya dijaga sama TNI."
2025-09-02 07:26:27+00:00,"Baca dan lakukan!  @prabowo   @DPR_RI  Sampe rakyat harus bikin beginian, ni harusnya kerjaan lu pada"
2025-09-01 12:41:02+00:00,+1 konstituen berhak tarik dukungan kepada legislatif terpilih yg dipandang tidak mewakili aspirasi. Mereka harus mundur
2025-09-01 00:33:15+00:00,rakyat as kekuasaan tertinggi sudah sangat melakukan tugasnya
2025-09-01 07:22:13+00:00,+ Menuntut jokowi dimasupin ke got!
2025-09-01 15:40:43+00:00,Jelas banget ringkasannya  terimakasih sudah membantu petinggi itu untuk berfikir
2025-09-01 14:40:54+00:00,Enak ya d bantuin rakyat mikir..
2025-08-31 23:30:32+00:00,"Selamat pagi bapak presiden  @prabowo  dan  @DPR_RI , mohon di bantu untuk tuntutan dan suara dari rakyat berikut. Terimakasih"
2025-09-01 05:12:16+00:00,"Usulan tambahan tuntutan : Bebankan seluruh biaya perbaikan aset gedung dan fasilitas umum yang rusak karena demo, kepada semua anggota DPR RI, dengan memotong gaji bulanan mereka hingga 2029. Dan Jangan menganggarkan dana baru dari uang rakyat (APBN)"
2025-08-31 16:46:55+00:00,"Sanggupkah beliau para pemangku kebijakan melaksanakan tuntutan ini?  Agak pesimis, dengan janji dia sendiri aja banyak yg luput apalagi ini"
2025-08-31 16:50:02+00:00,halo kakk kindly check my dm ya!
2025-09-02 00:46:35+00:00,Ini keknya prabowo malah g tau ada soalnya dia fokusnya malah nyari dalang2an bukan fokus ke tuntutan ini
2025-09-04 11:28:12+00:00,pak  @prabowo   @DPR_RI  deadlinenya besok nih
2025-09-01 01:34:03+00:00,"Abolish Makan beracun gratis, duit efisiensi larinya ga jelas mending buat government spending biar ekonomi muter."
2025-08-31 18:41:49+00:00,puntenn  @prabowo   @DPR_RI   @ListyoSigitP   @DivHumas_Polri
2025-09-02 05:23:31+00:00,Kira kira bakal terwujud point yg mana aja ya? menurut kalian guys?
2025-09-01 08:59:07+00:00,Upp
2025-09-01 04:09:51+00:00,Semoga terkabul tuntutan rakyat
2025-08-31 22:07:15+00:00,"After a week of provoking & inciting the people to ""revolt"" against the government & coordinating these protests, these are your demands?  These do not resolve the real problems, which are Western Imperialism & the Puppet Government they install. Why ""RESET""?   @BudiBukanIntel"
2025-09-02 22:50:50+00:00,Tuntutan versi Bennix:
2025-08-31 20:34:28+00:00,https:// x.com/FZX230/status/ 1962252426196701423?t=MHPmq_esZSN0-3dKCoynZg&s=19 …
2025-08-31 16:59:18+00:00,TheGreatReset . Transparency monetary systems + national treasury assets + national budgetary ( Policy Instrument  |  Accountability) . Do not silenced its freedom speech (censorship) . Revolutionary across whole institutions and its parliament . Seized from whom trying to break
2025-09-01 05:06:26+00:00,kamu siapa kok ngatur?
2025-09-01 16:12:01+00:00,"Masalah w sama tuntutan 17+8 cuma satu,  Kepanjangan dan susah diinget. Kalah jauh sama angkatan 1966 yang bikin Tritura (Tri Tuntutan Rakyat).  Gimana mau didengar kalo tuntutan aja belibet"
2025-09-02 01:05:39+00:00,": jadi maunya apa? : nah kami ada sekian tuntutan, dari situ ada sub tuntutan, nah poin tersebut mencangkup a b c d c e  :"
2025-09-02 01:12:03+00:00,": jangan lupa ada gantt chart waktu yang harus ditaati, jeda waktu sekian harus !! : Karoke dulu ahh"
2025-09-02 01:42:22+00:00,"Kalau boleh saran tuntutan baiknya dibawah tiga, bahkan satu aja lebih bagus.  Jangan sampai beri kesempatan untuk mereka berpaling dari tuntutan.  Malas ramai."
2025-09-02 01:09:15+00:00,"sesuai prinsip ""kalo list nya kepanjangan, ga akan ada yang terealisasi"""
2025-09-02 01:12:34+00:00,Mangkanye apa emg sengaja?
2025-09-02 01:55:42+00:00,17 arah  8 misi 45 indikator utama  bappenas moment
2025-09-02 01:59:17+00:00,Segitu kata gue mah bikin partai
2025-09-02 01:43:47+00:00,Saking banyaknya masalah mas
2025-09-02 01:49:12+00:00,"Menurut w yg paling utama akarnya dulu sih, premanisme polikis. Baiknya fokus kesitu aja. Jangan kasih kesempatan buat mereka tutup mata masalah ini.  Lainnya arguably bisa diselesaikan lewat jalur reguler (Audiensi DPR)"
2025-09-02 02:28:30+00:00,"Man, it’s suck to lose before the protest take place"
2025-09-02 02:36:50+00:00,"Melihat impulsif kemaren, bisa jadi makin parah"
2025-09-02 07:37:05+00:00,"itu dibagi bagi kok per peran, ga 1 orang ngerjain semua tuntutan, liat poinnya dong, di tuntutan tugas presiden ada 2, tugas DPR ada 3, dokus masing masing pihak beda, mereka harusnya bisa"
